"Timestamp","Which course are you currently enrolled in?","What motivated you to seek a computing class at CCM? [It’s a required class for the degree I’m seeking]","What motivated you to seek a computing class at CCM? [To keep current in computing skills]","What motivated you to seek a computing class at CCM? [Career Advancement]","What motivated you to seek a computing class at CCM? [Career Change]","What motivated you to seek a computing class at CCM? [Professional Development]","What motivated you to seek a computing class at CCM? [Job Displacement]","What motivated you to seek a computing class at CCM? [Relocation]","What motivated you to seek a computing class at CCM? [IT Industry Certifications]","What motivated you to seek a computing class at CCM? [Financial]","What motivated you to seek a computing class at CCM? [Personal Enrichment]","What motivated you to seek a computing class at CCM? [Curiosity]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [TItan's Tuesday Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing related club]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Computing-related competitions (e.g., Robotics competition, Lego competition, Cybersecurity, Programming)]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Afterschool computing-related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Summer computing related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [An AP computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [A dual enrollment computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend working in the computing field]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [High school teacher or guidance counselor]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Employer influence]","How did you hear about County College of Morris  [CCM Web site]","How did you hear about County College of Morris  [Billboard]","How did you hear about County College of Morris  [Television]","How did you hear about County College of Morris  [Radio]","How did you hear about County College of Morris  [Social Media]","How did you hear about County College of Morris  [Community Event]","How did you hear about County College of Morris  [Family member or friend]","How did you hear about County College of Morris  [Employer]","How did you hear about County College of Morris  [Current student]","How did you hear about County College of Morris  [Alumni]","How did you hear about County College of Morris  [High School]","To what extent did the following impact your decision to attend County College of Morris? [Affordable cost]","To what extent did the following impact your decision to attend County College of Morris? [Location/convenience]","To what extent did the following impact your decision to attend County College of Morris? [Choice of programs]","To what extent did the following impact your decision to attend County College of Morris? [Online offerings]","To what extent did the following impact your decision to attend County College of Morris? [Family/friend referral]","To what extent did the following impact your decision to attend County College of Morris? [Faculty/staff]","To what extent did the following impact your decision to attend County College of Morris? [College reputation]","To what extent did the following impact your decision to attend County College of Morris? [Scholarships]","To what extent did the following impact your decision to attend County College of Morris? [Transfer student]","To what extent did the following impact your decision to attend County College of Morris? [Small class sizes]","To what extent did the following impact your decision to attend County College of Morris? [Extra curricula opportunities]","What degree program are you currently enrolled in?","Did you receive information about our computing course from any of the following sources? [High school guidance counselor]","Did you receive information about our computing course from any of the following sources? [CCM Information Technologies Website]","Did you receive information about our computing course from any of the following sources? [CCM Admissions]","Did you receive information about our computing course from any of the following sources? [CCM advisor/counselor]","Did you receive information about our computing course from any of the following sources? [Employer]","Did you receive information about our computing course from any of the following sources? [Other]","On a scale of 1 to 5, with 1 being not at all interested and 5 being extremely interested, how interested are you taking more courses in Computer Science, Information Technology or Game Development?","If you answered that you were interested in taking more computing classes, which ones interest you most? [Web Development]","If you answered that you were interested in taking more computing classes, which ones interest you most? [CyberSecurity]","If you answered that you were interested in taking more computing classes, which ones interest you most? [App Development]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Data Analytics]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Machine Learning/Artificial Intelligence]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Computer Programming]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Game Design]","If you answered that you were interested in taking more computing classes, which ones interest you most? [Hardware Installation & Repair]","Gender","Race/ethnicity","Age "
"2021/10/12 10:06:41 AM EST","CMP 135 Computer Concepts with Applications","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","No","No","No","No","No","No","Yes","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","High Impact","No Impact","High Impact","No Impact","No Impact","Radiography","No","No","Yes","Yes","No","No","1","No","No","No","No","No","No","Yes","No","Man","White/Caucasian","21-24"
"2021/10/12 12:25:23 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","High Impact","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Some Impact","High Impact","High Impact","High Impact","No Impact","High Impact","High Impact","Some Impact","No Impact","High Impact","High Impact","Radiography","No","Yes","No","No","No","No","5","Yes","Yes","Yes","No","No","Yes","No","Yes","Woman","White/Caucasian","35-64"
"2021/10/12 8:29:11 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Yes","No","No","No","No","No","No","No","No","No","No","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Exercise Science","No","No","No","No","No","No","4","Yes","No","Yes","Yes","Yes","Yes","No","No","Man","White/Caucasian","65+"
"2021/10/12 8:58:17 PM EST","CMP 101 Computer Information Literacy","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","High Impact","High Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Teaching Mathematics","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","2","No","No","No","No","No","No","No","No","Woman","Hispanic or Latino","19-20"
"2021/10/12 10:33:00 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","No","No","Yes","No","No","Yes","Yes","High Impact","High Impact","High Impact","Some Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Radiography","No","Yes","Don't recall","Don't recall","No","No","2","No","Yes","No","No","No","No","No","Yes","Woman","White/Caucasian","18 and younger"
"2021/10/13 4:27:36 PM EST","CMP 126 Computer Technology and Applications","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No","No","No","No","No","No","No","No","Yes","No","Yes","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","N/A","N/A","Some Impact","Some Impact","High Impact","Criminal Justice","No","No","No","No","No","No","2","No","No","No","No","No","No","No","No","Man","Hispanic or Latino","19-20"
"2021/10/13 4:34:51 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","No","No","Yes","No","No","No","No","Some Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Radiography","No","Yes","No","No","No","No","1","No","No","Yes","No","Yes","No","No","No","Woman","Black/African American","18 and younger"
"2021/10/13 4:43:13 PM EST","CMP 135 Computer Concepts with Applications","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No","No","No","No","No","No","Yes","No","No","No","Yes","High Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Exercise Science","Yes","No","No","No","No","No","3","No","No","No","No","No","No","No","No","Woman","White/Caucasian","19-20"
"2021/10/13 6:38:03 PM EST","CMP 101 Computer Information Literacy","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Not Sure","Not Sure","No","No","Yes","Some Impact","Some Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","High Impact","Some Impact","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","High Impact","High Impact","High Impact","Some Impact","High Impact","Some Impact","Some Impact","High Impact","No Impact","High Impact","Some Impact","Liberal Arts","Yes","Yes","Yes","Yes","No","No","4","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Woman","White/Caucasian","19-20"
"2021/10/13 7:10:39 PM EST","CMP 135 Computer Concepts with Applications","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","N/A","No Impact","No","No","No","No","No","No","Yes","No","No","No","No","Some Impact","High Impact","N/A","N/A","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","Radiography","Don't recall","Don't recall","Don't recall","Don't recall","No","No","2","No","No","No","No","No","No","No","No","Woman","Choose not to reply","25-34"
"2021/10/13 10:32:16 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Not Sure","No","Not Sure","Not Sure","Not Sure","Some Impact","Some Impact","High Impact","N/A","N/A","No Impact","No Impact","N/A","N/A","No Impact","No Impact","Yes","No","No","No","Yes","No","Yes","No","No","No","No","High Impact","Some Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Not in a degree program","No","No","Yes","Yes","No","No","5","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Man","Black/African American","25-34"
"2021/10/14 8:13:20 AM EST","CMP 126 Computer Technology and Applications","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","High Impact","No Impact","Some Impact","Yes","No","No","No","No","No","Yes","Yes","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","High Impact","High Impact","High Impact","Not in a degree program","No","Yes","Yes","Yes","No","No","5","No","Yes","No","Yes","No","No","No","No","Man","Asian","35-64"
"2021/10/14 8:16:47 AM EST","CMP 135 Computer Concepts with Applications","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No Impact","No Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","High Impact","Some Impact","High Impact","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Liberal Arts","Yes","Yes","No","No","No","No","4","No","Yes","No","Yes","No","No","No","Yes","Man","White/Caucasian","21-24"
"2021/10/14 10:24:25 AM EST","CMP 135 Computer Concepts with Applications","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","High Impact","High Impact","High Impact","High Impact","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Criminal Justice","Yes","Yes","Yes","Yes","No","No","3","Yes","Yes","No","No","No","Yes","No","No","Man","Hispanic or Latino","19-20"
"2021/10/14 10:30:20 AM EST","CMP 126 Computer Technology and Applications","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","Child and Family Studies","Don't recall","No","No","Yes","No","No","2","No","No","No","No","No","No","No","No","Woman","Hispanic or Latino","21-24"
"2021/10/14 11:18:34 AM EST","CMP 126 Computer Technology and Applications","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","High Impact","Some Impact","High Impact","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","No Impact","Some Impact","Some Impact","Public Administration","No","No","No","No","No","No","4","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Woman","Hispanic or Latino","19-20"
"2021/10/14 12:51:44 PM EST","CMP 135 Computer Concepts with Applications","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","Yes","No","No","No","No","No","Yes","No","No","Yes","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","N/A","High Impact","High Impact","Not in a degree program","No","Yes","Yes","Yes","No","No","5","No","Yes","No","Yes","Yes","No","No","No","Man","Asian","35-64"
"2021/10/14 1:23:16 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","High Impact","High Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","High Impact","Some Impact","Some Impact","Some Impact","Radiography","No","No","Don't recall","Don't recall","No","No","2","No","Yes","No","No","No","No","No","No","Woman","Hispanic or Latino","18 and younger"
"2021/10/14 2:44:58 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","High Impact","High Impact","High Impact","High Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Radiography","No","No","No","No","No","No","2","Yes","No","Yes","No","No","No","Yes","No","Man","Hispanic or Latino","19-20"
"2021/10/14 3:36:06 PM EST","CMP 126 Computer Technology and Applications","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","Some Impact","High Impact","Some Impact","Broadcasting Arts and Technology","No","No","No","No","No","No","2","No","No","No","No","No","No","No","No","Woman","White/Caucasian","21-24"
"2021/10/14 6:36:23 PM EST","CMP 126 Computer Technology and Applications","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Not Sure","Some Impact","No Impact","N/A","N/A","N/A","N/A","N/A","Some Impact","Some Impact","Some Impact","Some Impact","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","High Impact","High Impact","High Impact","High Impact","Some Impact","Liberal Arts","No","Yes","No","Yes","No","No","3","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Woman","Hispanic or Latino","18 and younger"
"2021/10/14 9:20:30 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","High Impact","No Impact","High Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Yes","No","No","No","No","Yes","No","No","No","No","Yes","High Impact","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Criminal Justice","No","No","No","Yes","No","Don't recall","3","No","Yes","Yes","No","No","No","Yes","No","Man","Hispanic or Latino","19-20"
"2021/10/14 11:40:31 PM EST","CMP 126 Computer Technology and Applications","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","No","No","No","No","No","No","Yes","No","No","No","No","Some Impact","High Impact","High Impact","Some Impact","High Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Communication","No","No","Yes","No","No","No","3","Yes","No","No","Yes","No","No","No","Yes","Man","White/Caucasian","19-20"
"2021/10/15 2:21:01 AM EST","CMP 101 Computer Information Literacy","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","High Impact","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","Liberal Arts","No","Yes","Yes","Yes","Yes","No","5","No","No","No","No","Yes","No","No","Yes","Man","White/Caucasian","25-34"
"2021/10/15 8:02:29 AM EST","CMP 101 Computer Information Literacy","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","N/A","Yes","No","No","No","No","No","Yes","No","No","Yes","No","Some Impact","Some Impact","Some Impact","N/A","High Impact","High Impact","High Impact","Some Impact","High Impact","High Impact","High Impact","Business Administration","Don't recall","Yes","Yes","Don't recall","Don't recall","Don't recall","4","Yes","Yes","Yes","No","No","No","No","No","Woman","Hispanic or Latino","25-34"
"2021/10/15 9:37:50 AM EST","CMP 126 Computer Technology and Applications","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","High Impact","No Impact","No","No","No","No","No","No","Yes","No","Yes","No","Yes","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Nursing","Yes","No","No","No","No","No","1","No","No","No","No","No","No","No","No","Woman","White/Caucasian","19-20"
"2021/10/15 10:21:38 AM EST","CMP 101 Computer Information Literacy","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","High Impact","High Impact","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","Nursing","No","No","Yes","Yes","Yes","Yes","2","No","No","No","No","No","No","No","No","Woman","Black/African American","19-20"
"2021/10/15 11:48:45 AM EST","CMP 126 Computer Technology and Applications","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","High Impact","High Impact","No Impact","Some Impact","No Impact","Some Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","Yes","No","No","No","No","No","No","No","No","No","No","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Broadcasting Arts and Technology","No","No","No","No","No","No","4","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Man","White/Caucasian","25-34"
"2021/10/15 12:28:44 PM EST","CMP 101 Computer Information Literacy","Yes","Yes","No","No","No","No","No","No","No","No","No","Not Sure","Not Sure","Yes","Not Sure","No","Yes","N/A","N/A","N/A","N/A","N/A","N/A","No Impact","High Impact","N/A","N/A","N/A","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","High Impact","High Impact","N/A","High Impact","High Impact","High Impact","N/A","High Impact","N/A","High Impact","High Impact","Liberal Arts","Don't recall","Don't recall","Yes","Yes","Don't recall","Don't recall","4","No","No","No","No","No","No","No","No","Woman","Hispanic or Latino","21-24"
"2021/10/15 1:50:08 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","Yes","No","No","No","Yes","High Impact","Some Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","N/A","N/A","High Impact","N/A","Early Childhood Education","No","No","Don't recall","Yes","No","Don't recall","3","No","Yes","Yes","No","Yes","No","Yes","No","Woman","White/Caucasian","19-20"
"2021/10/15 3:55:05 PM EST","CMP 101 Computer Information Literacy","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Not Sure","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","No","No","Yes","No","No","No","No","High Impact","High Impact","Some Impact","N/A","Some Impact","Some Impact","N/A","High Impact","N/A","Some Impact","Some Impact","Nursing","No","No","No","Yes","No","No","3","Yes","No","Yes","No","No","No","Yes","No","Woman","Hispanic or Latino;White/Caucasian","19-20"
"2021/10/15 6:25:21 PM EST","CMP 126 Computer Technology and Applications","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","High Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","Some Impact","Business Administration","No","No","Yes","No","No","No","5","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Man","White/Caucasian","18 and younger"
"2021/10/15 7:02:39 PM EST","CMP 135 Computer Concepts with Applications","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","High Impact","High Impact","High Impact","Some Impact","High Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","Radiography","No","Yes","No","No","No","No","3","No","Yes","No","No","Yes","Yes","Yes","Yes","Non-binary","Choose not to reply","21-24"
"2021/10/15 8:04:10 PM EST","CMP 135 Computer Concepts with Applications","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","High Impact","High Impact","N/A","N/A","N/A","Some Impact","Some Impact","High Impact","N/A","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","Early Childhood Education","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","1","No","Yes","No","No","No","No","No","No","Woman","White/Caucasian","19-20"
"2021/10/15 8:36:13 PM EST","CMP 101 Computer Information Literacy","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","No","No","Yes","No","No","No","Yes","High Impact","High Impact","High Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Nursing","No","Don't recall","Don't recall","Don't recall","No","No","3","Yes","No","No","Yes","No","No","No","No","Woman","Black/African American","18 and younger"
"2021/10/15 9:43:24 PM EST","CMP 126 Computer Technology and Applications","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No","No","No","No","No","No","Yes","No","No","No","Yes","High Impact","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Music performance ","No","No","Yes","No","No","No","3","Yes","No","No","No","Yes","No","No","No","Woman","Hispanic or Latino","19-20"
"2021/10/16 12:27:20 AM EST","CMP 126 Computer Technology and Applications","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","Yes","Yes","Yes","No","No","No","No","High Impact","High Impact","No Impact","No Impact","Some Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Criminal Justice","No","No","No","No","No","No","1","No","No","No","No","No","No","No","No","Man","American Indian/Native American/Alaska Native","19-20"
"2021/10/16 6:31:40 PM EST","CMP 135 Computer Concepts with Applications","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No","No","No","No","No","No","Yes","No","No","No","No","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","Mathmatics","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","3","No","No","No","No","No","No","No","No","Man","White/Caucasian","19-20"
"2021/10/17 5:04:50 PM EST","CMP 135 Computer Concepts with Applications","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Radiography","No","No","Yes","No","No","No","1","No","No","No","No","No","No","No","No","Woman","White/Caucasian","21-24"
"2021/10/18 4:45:23 PM EST","CMP 101 Computer Information Literacy","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Not Sure","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Yes","No","No","No","No","No","No","No","No","No","No","Some Impact","Some Impact","Some Impact","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Nursing","No","No","Don't recall","No","No","No","5","No","No","No","No","No","Yes","No","No","Woman","Asian","25-34"
